干し椎茸, Dried shiitake mushrooms, 5, 11,,
海藻, Seaweed, 5, 11,,
ちりめん, Chirimen, 15, 11,,
ふりかけ, Furikake, 10, 11,,
雑炊, Rice porridge, 10, 11,,
サバ・アジ, Mackerel/Horse mackerel, 100, 11,,
広末涼子 テレカ & クリアファイル, Hirosue Ryoko phone card & clear file, 11, 11,,
広末涼子 ビデオ, Hirosue Ryoko video, 1, 11,,
カメラ, Camera, 20, 11,,
掃除機, Vacuum cleaner, 5, 11,,
スピーカー, Speakers, 5, 11,,
ふぐの唐揚げ&タレ, Fried fugu & sauce, 55, 11,,
MDプレイヤー, MD player, 46, 11,,
ヘッドホン, Headphones, 6, 11,,
ホンダ「ライフ」「Z」他, Honda _Life_ _Z_ etc., 30, 11,,
ノルウェー旅行, Norway trip, 5, 11,,
金沢料亭の旅, Kanazawa restaurant trip, 180, 11,,
ウルトラマン目覚し時計, Ultraman alarm clock, 1, 11,,
プレイステーション & ゲームソフト, PlayStation & game software, 2, 11,,
焼きそば, Yakisoba, 2, 11,,
みそ & しょうゆセット, Miso & Soy sauce set, 100, 11,,
香水「ジバンシイ」 OR 「フェンディ」他, Perfume _Givenchy_ OR _Fendi_ etc., 55, 11,,
ホテル宿泊券, Hotel accommodation voucher, 10, 11,,
おひつ, Rice container, 1, 11,,
机, Table, 5, 11,,
せんべい, Rice crackers, 100, 11,,
バイオリン, Violin, 1, 11,,
黒田美礼 テレカ, Kuroda Mirei phone card, 1, 11,,
ラーメンー, Ramen, 51, 11,,
コーンスナック, Corn snacks, 50, 11,,
ケーキ, Cake, 50, 11,,
鋼, Steel, 15, 11,,
ネオジオポケット & 専用ゲームソフト, Neo Geo Pocket & Dedicated game software, 1, 11,,
望遠鏡, Telescope, 1, 11,,
香港旅行, Trip to Hong Kong, 10, 11,,
スペイン旅行, Trip to Spain, 10, 11,,
商品券10万円 OR 現金10万円, 100_000 yen gift certificate OR 100_000 yen cash, 10, 11, 12, 10000
革靴, Leather shoes, 20, 11,,
携帯電話, Cell phone, 10, 11,,
ビデオデッキ, Video deck, 20, 11,,
バッグ, Bag, 130, 11,,
みかん(5kg), Tangerines (5kg), 50, 11,,
チョコレート, Chocolate, 50, 11,,
ステーキ肉, Steak meat, 50, 11,,
コーンスナック, Corn snacks, 50, 11,,
スキー板, Skis, 5, 11,,
漬物, Pickles, 100, 11,,
ホテル宿泊券, Hotel accommodation vouchers, 5, 11,,
アクセサリー, Accessories, 56, 11,,
バッグ, Bag, 66, 11,,
飲む寒天, Drinkable agar, 10, 11,,
調味料, Seasonings, 100, 11,,
せんべい, Rice crackers, 100, 11,,
ポテトスナック, Potato snacks, 50, 11,,
フルーツ缶詰, Canned fruit, 50, 11,,
サラダ油, Salad oil, 5, 11,,
のど飴, Throat lozenges, 10, 11,,
ブラックビスケッツ サイン入りポラ, Black Biscuits autographed polaroid, 1, 11,,
マフラー(車用), Muffler (for car), 1, 11,,
パソコン, Computer, 1, 11,,
スノーボードレッスンビデオ, Snowboard lesson video, 1, 11,,
田中麗奈テレカ, Tanaka Rena phone card, 1, 11,,
ビデオカメラ, Video camera, 50, 11,,
広末涼子カレンダー, Hirosue Ryoko calendar, 39, 11, 12, 0
広末涼子 自筆プロフィール, Hirosue Ryoko handwritten profile, 1, 11,,
広末涼子 使用済糸でんわ, Hirosue Ryoko used thread phone, 1, 11,,
ラーメン, Ramen, 90, 12,,
飲茶セット, Dim sum set, 50, 12,,
ヨーグルト, Yogurt, 160, 12,,
羽毛枕, Feather pillow, 1, 12, 12, 8000
かつおのタタキ & うつぼのタタキセット, Seared bonito & seared moray eel set, 50, 12,,
中華の素, Chinese seasoning, 100, 12,,
あめ, Candy, 60, 12,,
たれのセット, Sauce set, 50, 12,,
腕時計, Watch, 36, 12,,
プレイステーション & ゲームソフト, PlayStation & video games, 4, 12,,
中村美津子キーホルダー, Nakamura Mitsuko keychain, 1, 12,,
モーニング娘。カレンダー, Morning Musume. Calendar, 1, 12,,
バター, Butter, 51, 12,,
缶コーヒー, Canned coffee, 30, 12,,
ジュース, Juice, 10, 12,,
ポップコーン, Popcorn, 200, 12,,
ゼリー, Jelly, 160, 12,,
くつ下, Socks, 5, 12,,
飲む寒天, Drinkable agar, 10, 12,,
うどん, Udon, 2, 12,,
ゴーグル, Goggles, 1, 12,,
ポケットゲームー, Pocket game, 1, 12,,
FAX OR 目覚し時計, FAX OR Alarm clock, 2, 12,,
マツダ「ファミリア」, Mazda _Familia_, 10, 12,,
チョコレート飲料, Chocolate drink, 10, 12,,
紅茶 & ケーキセット, Tea & cake set, 60, 12,,
海産物詰め合わせ, Seafood assortment, 50, 12,,
イタリア旅行, Trip to Italy, 5, 12,,
テレビ, Television, 5, 12,,
米(5kg), Rice (5kg), 50, 12,,
広末涼子カレンダー, Hirosue Ryoko calendar, 19, 12,,
広末涼子自筆サイン入り フォトスタンド, Photo stand with Hirosue Ryokos autograph, 1, 12,,
アイスクリーム, Ice cream, 51, 12,,
サングラス, Sunglasses, 23, 12,,
グアルジャー旅行, Trip to Guaruja, 5, 12,,
オーストラリア旅行, Trip to Australia, 5, 12,,
マイアミ旅行, Trip to Miami, 5, 12,,
ハワイ旅行, Trip to Hawaii, 5, 12,,
みそ, Miso, 100, 12,,
中華まん, Chinese bun, 300, 12,,
バッグー, Bag, 1, 12,,
スノーボード, Snowboard, 1, 12,,
ギター, Guitar, 1, 12,,
鋼, Steel, 1, 12,,
ポテトスナック, Potato snacks, 150, 12,,
和菓子, Japanese sweets, 50, 12,,
BMW 318i, BMW 318i, 5, 12,,
ノートパソコン, Laptop, 5, 12,,
MDプレイヤー, MD player, 20, 12,,
ロンドン旅行, Trip to London, 5, 12,,
カリフォルニア旅行, Trip to California, 5, 12,,
コンパクトミラー, Compact mirror, 1, 12,,
キャベッジ人形, Cabbage doll, 1, 12,,
ジャム, Jam, 10, 12,,
塩, Salt, 10, 12,,
焼きそば, Fried noodles, 50, 12,,
ジャガイモ(10kg), Potatoes (10kg), 50, 12,,
野球盤ゲーム, Baseball board game, 51, 12,,
ネクタイ, Tie, 1, 12,,
DVDプレイヤー, DVD player, 1, 12,,
アンデス旅行, Trip to the Andes, 10, 12,,
シドニー旅行, Trip to Sydney, 5, 12,,
ソウル旅行, Trip to Seoul, 5, 12,,
米(5kg), Rice (5kg), 50, 12,,
旅行クーポン券10万円, 100_000 yen travel coupon, 5, 12,,
柿 (5kg) OR みかん (10kg), Persimmon (5kg) OR Mandarin orange (10kg), 5, 12,,
スズキ「ワゴンR」 「ジムニー」他, Suzuki _Wagon R_ _Jimny_ and others, 30, 12,,
カーステレオ, Car stereo, 5, 12,,
CS用チューナー, CS tuner, 5, 12,,
パソコン, PC, 5, 12,,
ステレオ, Stereo, 5, 12,,
アクセサリー, Accessories, 5, 12,,
黒豚詰め合わせ, Assorted black pork, 1, 12,,
野菜ジュース, Vegetable juice, 1, 12,,
奈良漬け, Nara pickles, 50, 12,,
ダイエット栄養食, Dietary food, 50, 12,,
ニットキャップ, Knit cap, 5, 12,,
ホテル宿泊券, Hotel accommodation voucher, 15, 12,,
デジタルカメラ&プリンター, Digital camera & printer, 5, 12,,
商品券1万円, 10_000 yen gift certificate, 5, 12,,
天体望遠鏡, Telescope, 1, 12,,
ビデオカメラ, Video camera, 1, 12,,
CDコンボ, CD combo, 1, 12,,
電動シェーバー, Electric shaver, 1, 12,,
うどん, Udon, 11, 12,,
マシュマロ, Marshmallow, 50, 12,,
鍋 (直径20cm), Hot pot (20cm diameter), 100, 04,,Kitchen & Cooking Supplies
ウィダーinゼリー, Wheyder in jelly, 100, 04,,Health & Wellness
テディベアのぬいぐるみ, Teddy bear, 5, 04,,Collectibles & Memorabilia
ポテトチップスセット, Potato chips set, 50, 04,,Food & Beverages (Packaged)
アルゼンチンタンゴ日本公演チケット, Argentine tango performance ticket in Japan, 1, 04,,Tickets & Experiences
足ふみマッサージ体験チケット, Foot massage experience ticket, 1, 04,,Tickets & Experiences
スチームカーラー, Steam curler, 10, 04,,Beauty & Personal Care
BMWLOFアメリカOAギフトカード(10万円分), BMW LOF America OA gift card (100_000 yen), 50, 04,,Gift Certificates & Vouchers
チョコレート, Chocolate, 100, 04,,Food & Beverages (Packaged)
ビジネスシューズ, Business shoes, 10, 04, 05, 19800,Fashion & Accessories
歯みがきセット, Toothbrush set, 157, 04,,Beauty & Personal Care
腕時計, Watch, 40, 04,,Fashion & Accessories
CDプレイヤー, CD player, 40, 04,,Electronics & Technology
ゴジラおしゃべり目覚し時計, Godzilla talking alarm clock, 40, 04,,Collectibles & Memorabilia
低カロリーレトルト食品(シチュー、肉じゃが, Low-calorie retort food (stew_ nikujaga (beef and potatoes), 50, 04,,Food & Beverages (Packaged)
和菓子「かまくらカスター」, Japanese sweets _Kamakura Custard_, 50, 04,,Japanese Specialty Foods
京風あぶらとり紙, Kyoto-style oil blotting paper, 5, 04,,Beauty & Personal Care
生スパゲティ「ババリア｣, Fresh spaghetti _Bavaria_, 50, 04,,Food & Beverages (Packaged)
掃除機, Vacuum cleaner, 100, 04,,Home Appliances
トマトジュース(8リットル), Tomato juice (8 liters), 50, 04,,Food & Beverages (Packaged)
栃木コシヒカリ「穂の香」 (5kg), Tochigi Koshihikari _Honoka_ (5kg), 50, 04,,Japanese Specialty Foods
海の幸セット, Seafood set, 150, 04,,Fresh Food & Produce
松葉ガニ, Snow crab, 50, 04,,Fresh Food & Produce
食器セット, Tableware set, 50, 04,,Kitchen & Cooking Supplies
化粧品セット(マニキュア他), Cosmetics set (nail polish_ etc.), 50, 04, 05, 25000,Beauty & Personal Care
バランス栄養食「ハニックス・33バランス」, Balanced nutritional food _Hanix 33 Balance_, 50, 04,,Health & Wellness
合鴨肉, Duck meat, 50, 04, 06, 3500,Fresh Food & Produce
図書券 (3_000円分), Book voucher (3_000 yen), 10, 04,,Gift Certificates & Vouchers
おかき詰め合わせ, Assorted rice crackers, 50, 04,,Japanese Specialty Foods
納豆ゼリー, Natto jelly, 50, 04,,Japanese Specialty Foods
アイスクリーム, Ice cream, 100, 04,,Food & Beverages (Packaged)
飲茶セット, Dim sum set, 100, 04,,Food & Beverages (Packaged)
高級のり, High-quality seaweed, 150, 04, 06, 5000,Japanese Specialty Foods
名探偵コナンのセル画, Cell drawings of Detective Conan, 1, 04,,Collectibles & Memorabilia
みそとしょうゆ他, Miso and soy sauce_ etc., 480, 04,,Japanese Specialty Foods
たまごスープ, Egg soup, 50, 04,,Food & Beverages (Packaged)
抗菌ソックス, Antibacterial socks, 1, 04,,Fashion & Accessories
本「主義のイタリアン101店」「あこがれの和食店」, Books _101 Italian restaurants of the principle_ and _Dream Japanese restaurants_, 1, 04,,Books & Educational
本「メイクの真実」, Book _The truth about makeup_, 1, 04,,Books & Educational
生ハムー, Prosciutto, 50, 04,,Fresh Food & Produce
いちご, Strawberries, 100, 04,,Fresh Food & Produce
スイカ, Watermelon, 50, 04, 08, 1000,Fresh Food & Produce
プレイステーション, PlayStation, 1, 04,,Electronics & Technology
NINTENDO64+野球ゲームソフト, Nintendo 64+ baseball game software, 1, 04,,Electronics & Technology
反町隆史テレカ, Takashi Sorimachi telephone card, 1, 04,,Collectibles & Memorabilia
広末涼子テレカ, Ryoko Hirosue telephone card, 10, 04,,Collectibles & Memorabilia
山川豊テレカ, Yutaka Yamakawa telephone card, 1, 04,,Collectibles & Memorabilia
坂本冬美テレカ, Fuyumi Sakamoto telephone card, 1, 04,,Collectibles & Memorabilia
トヨタ「ハリアー」, Toyota _Harrier_, 1, 04,,Automotive & Vehicles
電子手帳 「モバイルZ」, Electronic organizer _Mobile Z_, 50, 04,,Electronics & Technology
ネスカフェギフトセット, Nescafe gift set, 5, 04,,Food & Beverages (Packaged)
ロッテのガム, Lotte gum, 50, 04,,Food & Beverages (Packaged)
净水器, Water purifier, 50, 04, 05, 15000,Home Appliances
ティッシュペーパー, Tissue paper, 100, 04,,Health & Wellness
テニスシューズ, Tennis shoes, 50, 04,,Sports & Outdoor Equipment
英会話レッスンチケット, English conversation lesson ticket, 1, 04, 05, 10000,Tickets & Experiences
ポラロイドカメラ, Polaroid camera, 50, 04,,Electronics & Technology
ハンドバッグ, Handbag, 50, 04,,Fashion & Accessories
香水「フェラーリコロンウォーター」, Ferrari Cologne Water perfume, 10, 04,,Beauty & Personal Care
香水「フェンディファンタジア」, Fendi Fantasia perfume, 10, 04,,Beauty & Personal Care
ドラえもんトースター, Doraemon toaster, 1, 04,,Home Appliances
広末涼子ポスター, Hirosue Ryoko poster, 20, 04,,Collectibles & Memorabilia
広末涼子使用済フォトフレーム, Hirosue Ryoko used photo frame, 1, 04,,Collectibles & Memorabilia
脱毛ビデオ, Hair removal video, 1, 04,,Entertainment Media
ダイヤの指輪, Diamond ring, 50, 04,,Fashion & Accessories
パン粉、食用油、 天ぷら粉, Bread crumbs_ cooking oil_ tempura flour, 50, 04,,Food & Beverages (Packaged)
博多ラーメン, Hakata ramen, 50, 04,,Japanese Specialty Foods
焼き豚, Roasted pork, 50, 04,,Fresh Food & Produce
ロブスター, Lobster, 50, 04, 04, 15800,Fresh Food & Produce
現金100万円他, 1 million yen in cash, 100, 04,,Cash Prizes
「玄米がゆセット, Brown rice porridge set, 50, 04,,Japanese Specialty Foods
コーヒーメーカー, Coffee maker, 50, 04,,Home Appliances
北京ダック料理店「全紅華」お食事券, Peking duck restaurant _Zenkouka_ meal ticket, 10, 04,,Gift Certificates & Vouchers
東料理店「廣州」お食事券, Eastern restaurant _Kwangshu_ meal ticket, 50, 04,,Gift Certificates & Vouchers
マッサージ機「ビブラ」, Massage machine _Vibra_, 10, 04,,Health & Wellness
FAX電話機, Fax phone, 1, 04,,Electronics & Technology
パスタ詰め合わせ, Pasta assortment, 160, 04,,Food & Beverages (Packaged)
フェンディのポーチ, Fendi pouch, 50, 04,,Fashion & Accessories
フェンディの財布, Fendi wallet, 50, 04,,Fashion & Accessories
ハヤシライスのルー(6食分), Hayashi rice roux (6 servings), 50, 04,,Food & Beverages (Packaged)
ダイハツ「ストーリアOR現金(万円側), Daihatsu _Storia_ OR cash (10_000 yen side), 90, 04,,Automotive & Vehicles
スバル「ビストロ」, Subaru _Bistro_, 50, 04,,Automotive & Vehicles
日産「ルネッサ」 OR ラスベガスの旅 (日間), Nissan _Rnessa_ OR Las Vegas trip (Days), 50, 04,,Travel & Tourism
チーズの詰め合わせ, Assorted cheeses, 50, 04,,Food & Beverages (Packaged)
ポテトチップス詰め合わせ, Assorted potato chips, 51, 04,,Food & Beverages (Packaged)
リラックスチェアー(段階リクライニング式), Relax chair (step-recline type), 1, 04,,Home Appliances
レストラン「サバンクール」ディナー券, Restaurant _Sabancool_ dinner ticket, 1, 04,,Gift Certificates & Vouchers
ゲームソフト「バイオハザード」 PS版, Game software _Resident Evil_ PS version, 1, 04,,Entertainment Media
豊島園(入園券と乗り物券), Toshimaen (admission ticket and ride ticket), 1, 04,,Tickets & Experiences
健康食品「ヘルシーバランス」, Healthy Balance health food, 5, 04,,Health & Wellness
水前寺满子 新宿口公園入場券, Suizenji Manshi Shinjuku Gate Park admission ticket, 1, 04,,Tickets & Experiences
ワイルドブルーヨコハマチケット, Wild Blue Yokohama ticket, 1, 04,,Tickets & Experiences
東京ジョイポリスパスポート, Tokyo Joypolis passport, 1, 04,,Tickets & Experiences
中華料理店「東天紅」食事券, Chinese restaurant _Toh Tian Kou_ meal ticket, 1, 04,,Gift Certificates & Vouchers
モスラのたまごっち, Mothra Tamagotchi, 1, 04,,Electronics & Technology
ヘッドホンカセットプレーヤー「ショックマン」, Headphone cassette player _Shockman_, 1, 04,,Electronics & Technology
「LUNA SEA」特製コンパクトミラー, _LUNA SEA_ special compact mirror, 1, 04,,Collectibles & Memorabilia
ギョーザ (50個), Gyoza (50 pieces), 50, 04,,Japanese Specialty Foods
ゲームソフト「アトラス・レプス」 (PS用), Game software _Atlas Reps_ (PS version), 50, 04,,Entertainment Media
仏ワールドカップ観戦チケット, France World Cup tickets, 1, 04,,Tickets & Experiences
つくばワンワンランドチケット, Tsukuba Wanwan Land tickets, 1, 04,,Tickets & Experiences
ハムギフトセット, Ham gift set, 50, 04,,Food & Beverages (Packaged)
マッサージ機, Massage machine, 5, 12,,
